Depth,Temperature
1872,58.199
1872.5,58.026
1873,57.828
1873.5,57.772
1874,57.862
1874.5,57.918
1875,57.856
1875.5,57.822
1876,57.925
1876.5,58.06
1877,58.097
1877.5,58.056
1878,58.003
1878.5,57.942
1879,57.891
1879.5,57.925
1880,58.047
1880.5,58.114
1881,58.023
1881.5,57.897
1882,57.926
1882.5,58.107
1883,58.283
1883.5,58.337
1884,58.233
1884.5,58.032
1885,57.91
1885.5,57.968
1886,58.077
1886.5,58.077
1887,58.012
1887.5,58.013
1888,58.087
1888.5,58.158
1889,58.19
1889.5,58.183
1890,58.15
1890.5,58.115
1891,58.08
1891.5,58.023
1892,57.966
1892.5,57.945
1893,57.946
1893.5,57.964
1894,58.074
1894.5,58.308
1895,58.488
1895.5,58.42
1896,58.215
1896.5,58.114
1897,58.076
1897.5,57.951
1898,57.848
1898.5,57.917
1899,58.037
1899.5,58.034
1900,57.971
1900.5,58.002
1901,58.11
1901.5,58.155
1902,58.073
1902.5,57.958
1903,57.96
1903.5,58.078
1904,58.156
1904.5,58.159
1905,58.195
1905.5,58.261
1906,58.308
1906.5,58.381
1907,58.425
1907.5,58.322
1908,58.17
1908.5,58.11
1909,58.077
1909.5,58.032
1910,58.054
1910.5,58.107
1911,58.078
1911.5,58.022
1912,58.059
1912.5,58.129
1913,58.099
1913.5,57.995
1914,57.95
1914.5,58.02
1915,58.122
1915.5,58.153
1916,58.109
1916.5,58.057
1917,58.062
1917.5,58.155
1918,58.304
1918.5,58.408
1919,58.398
1919.5,58.315
1920,58.232
1920.5,58.174
1921,58.14
1921.5,58.14
1922,58.165
1922.5,58.174
1923,58.15
1923.5,58.128
1924,58.114
1924.5,58.083
1925,58.081
1925.5,58.146
1926,58.169
1926.5,58.097
1927,58.084
1927.5,58.178
1928,58.207
1928.5,58.113
1929,58.062
1929.5,58.173
1930,58.375
1930.5,58.499
1931,58.457
1931.5,58.332
1932,58.246
1932.5,58.192
1933,58.138
1933.5,58.157
1934,58.268
1934.5,58.322
1935,58.257
1935.5,58.204
1936,58.195
1936.5,58.148
1937,58.106
1937.5,58.151
1938,58.201
1938.5,58.185
1939,58.194
1939.5,58.277
1940,58.338
1940.5,58.323
1941,58.307
1941.5,58.363
1942,58.483
1942.5,58.609
1943,58.631
1943.5,58.447
1944,58.172
1944.5,58.095
1945,58.273
1945.5,58.466
1946,58.53
1946.5,58.549
1947,58.551
1947.5,58.447
1948,58.269
1948.5,58.179
1949,58.215
1949.5,58.255
1950,58.207
1950.5,58.107
1951,58.076
1951.5,58.172
1952,58.29
1952.5,58.33
1953,58.359
1953.5,58.458
1954,58.582
1954.5,58.664
1955,58.66
1955.5,58.525
1956,58.309
1956.5,58.187
1957,58.23
1957.5,58.28
1958,58.207
1958.5,58.132
1959,58.204
1959.5,58.347
1960,58.399
1960.5,58.327
1961,58.215
1961.5,58.142
1962,58.132
1962.5,58.168
1963,58.216
1963.5,58.227
1964,58.191
1964.5,58.214
1965,58.389
1965.5,58.619
1966,58.724
1966.5,58.647
1967,58.453
1967.5,58.259
1968,58.197
1968.5,58.291
1969,58.368
1969.5,58.294
1970,58.203
1970.5,58.268
1971,58.406
1971.5,58.422
1972,58.309
1972.5,58.249
1973,58.335
1973.5,58.415
1974,58.361
1974.5,58.322
1975,58.429
1975.5,58.527
1976,58.493
1976.5,58.469
1977,58.556
1977.5,58.651
1978,58.659
1978.5,58.584
1979,58.441
1979.5,58.273
1980,58.183
1980.5,58.229
1981,58.341
1981.5,58.383
1982,58.291
1982.5,58.187
1983,58.255
1983.5,58.467
1984,58.598
1984.5,58.543
1985,58.394
1985.5,58.267
1986,58.244
1986.5,58.346
1987,58.453
1987.5,58.458
1988,58.458
1988.5,58.584
1989,58.756
1989.5,58.814
1990,58.737
1990.5,58.602
1991,58.486
1991.5,58.451
1992,58.497
1992.5,58.537
1993,58.495
1993.5,58.401
1994,58.344
1994.5,58.385
1995,58.484
1995.5,58.541
1996,58.526
1996.5,58.515
1997,58.53
1997.5,58.501
1998,58.442
1998.5,58.451
1999,58.503
1999.5,58.523
2000,58.598
2000.5,58.778
2001,58.875
2001.5,58.763
2002,58.596
2002.5,58.5
2003,58.409
2003.5,58.312
2004,58.323
2004.5,58.423
2005,58.491
2005.5,58.509
2006,58.528
2006.5,58.539
2007,58.511
2007.5,58.457
2008,58.425
2008.5,58.441
2009,58.478
2009.5,58.487
2010,58.44
2010.5,58.39
2011,58.437
2011.5,58.568
2012,58.654
2012.5,58.695
2013,58.793
2013.5,58.871
2014,58.783
2014.5,58.607
2015,58.517
2015.5,58.508
2016,58.499
2016.5,58.497
2017,58.492
2017.5,58.435
2018,58.378
2018.5,58.408
2019,58.468
2019.5,58.456
2020,58.41
2020.5,58.417
2021,58.465
2021.5,58.527
2022,58.608
2022.5,58.662
2023,58.668
2023.5,58.697
2024,58.787
2024.5,58.873
2025,58.872
2025.5,58.756
2026,58.602
2026.5,58.519
2027,58.517
2027.5,58.519
2028,58.497
2028.5,58.463
2029,58.428
2029.5,58.436
2030,58.508
2030.5,58.584
2031,58.588
2031.5,58.528
2032,58.5
2032.5,58.56
2033,58.611
2033.5,58.56
2034,58.508
2034.5,58.583
2035,58.744
2035.5,58.886
2036,58.961
2036.5,58.935
2037,58.801
2037.5,58.662
2038,58.622
2038.5,58.651
2039,58.651
2039.5,58.6
2040,58.563
2040.5,58.633
2041,58.785
2041.5,58.818
2042,58.649
2042.5,58.512
2043,58.581
2043.5,58.712
2044,58.734
2044.5,58.652
2045,58.529
2045.5,58.474
2046,58.597
2046.5,58.817
2047,58.934
2047.5,58.941
2048,58.972
2048.5,58.978
2049,58.817
2049.5,58.564
2050,58.446
2050.5,58.513
2051,58.621
2051.5,58.653
2052,58.631
2052.5,58.616
2053,58.59
2053.5,58.541
2054,58.548
2054.5,58.647
2055,58.708
2055.5,58.611
2056,58.468
2056.5,58.497
2057,58.697
2057.5,58.842
2058,58.827
2058.5,58.833
2059,58.988
2059.5,59.095
2060,58.964
2060.5,58.747
2061,58.651
2061.5,58.659
2062,58.689
2062.5,58.705
2063,58.666
2063.5,58.593
2064,58.58
2064.5,58.643
2065,58.681
2065.5,58.628
2066,58.545
2066.5,58.532
2067,58.628
2067.5,58.75
2068,58.761
2068.5,58.645
2069,58.575
2069.5,58.693
2070,58.942
2070.5,59.165
2071,59.237
2071.5,59.137
2072,58.991
2072.5,58.958
2073,59.031
2073.5,59.059
2074,58.951
2074.5,58.789
2075,58.705
2075.5,58.689
2076,58.623
2076.5,58.506
2077,58.497
2077.5,58.646
2078,58.758
2078.5,58.669
2079,58.529
2079.5,58.606
2080,58.901
2080.5,59.118
2081,59.08
2081.5,58.963
2082,58.989
2082.5,59.098
2083,59.122
2083.5,59.045
2084,58.958
2084.5,58.943
2085,58.999
2085.5,59.033
2086,59.011
2086.5,59.036
2087,59.143
2087.5,59.197
2088,59.106
2088.5,58.999
2089,59.02
2089.5,59.102
2090,59.127
2090.5,59.127
2091,59.15
2091.5,59.133
2092,59.058
2092.5,59.045
2093,59.163
2093.5,59.28
2094,59.27
2094.5,59.188
2095,59.106
2095.5,59.008
2096,58.911
2096.5,58.879
2097,58.905
2097.5,58.938
2098,58.956
2098.5,58.943
2099,58.888
2099.5,58.84
2100,58.855
2100.5,58.885
2101,58.857
2101.5,58.801
2102,58.789
2102.5,58.833
2103,58.897
2103.5,58.935
2104,58.968
2104.5,59.07
2105,59.206
2105.5,59.224
2106,59.105
2106.5,58.997
2107,58.956
2107.5,58.891
2108,58.811
2108.5,58.841
2109,58.957
2109.5,59.017
2110,59.022
2110.5,59.057
2111,59.064
2111.5,58.971
2112,58.875
2112.5,58.888
2113,58.961
2113.5,58.996
2114,58.99
2114.5,58.986
2115,59.001
2115.5,59.051
2116,59.138
2116.5,59.212
2117,59.225
2117.5,59.179
2118,59.094
2118.5,58.999
2119,58.936
2119.5,58.922
2120,58.931
2120.5,58.946
2121,58.982
2121.5,59.018
2122,59.006
2122.5,58.944
2123,58.867
2123.5,58.807
2124,58.781
2124.5,58.798
2125,58.853
2125.5,58.939
2126,59.03
2126.5,59.084
2127,59.108
2127.5,59.176
2128,59.298
2128.5,59.377
2129,59.323
2129.5,59.162
2130,59.035
2130.5,59.028
2131,59.044
2131.5,59.016
2132,59.018
2132.5,59.047
2133,59.007
2133.5,58.922
2134,58.869
2134.5,58.836
2135,58.828
2135.5,58.879
2136,58.936
2136.5,58.951
2137,58.96
2137.5,58.973
2138,58.998
2138.5,59.087
2139,59.209
2139.5,59.286
2140,59.344
2140.5,59.413
2141,59.408
2141.5,59.28
2142,59.122
2142.5,59.05
2143,59.069
2143.5,59.088
2144,59.047
2144.5,58.988
2145,58.957
2145.5,58.947
2146,58.985
2146.5,59.066
2147,59.069
2147.5,58.972
2148,58.932
2148.5,59.002
2149,59.056
2149.5,59.043
2150,59.023
2150.5,59.059
2151,59.216
2151.5,59.433
2152,59.454
2152.5,59.21
2153,58.999
2153.5,59.022
2154,59.112
2154.5,59.101
2155,59.049
2155.5,59.026
2156,59.005
2156.5,59.002
2157,59.083
2157.5,59.209
2158,59.24
2158.5,59.163
2159,59.11
2159.5,59.103
2160,59.057
2160.5,59.005
2161,59.059
2161.5,59.183
2162,59.255
2162.5,59.282
2163,59.375
2163.5,59.544
2164,59.638
2164.5,59.534
2165,59.326
2165.5,59.206
2166,59.226
2166.5,59.261
2167,59.205
2167.5,59.095
2168,59.048
2168.5,59.087
2169,59.094
2169.5,59.005
2170,58.939
2170.5,59.031
2171,59.187
2171.5,59.207
2172,59.116
2172.5,59.103
2173,59.186
2173.5,59.237
2174,59.249
2174.5,59.306
2175,59.436
2175.5,59.579
2176,59.606
2176.5,59.466
2177,59.298
2177.5,59.239
2178,59.248
2178.5,59.223
2179,59.129
2179.5,59.013
2180,59.01
2180.5,59.162
2181,59.267
2181.5,59.181
2182,59.065
2182.5,59.106
2183,59.227
2183.5,59.24
2184,59.128
2184.5,59.06
2185,59.137
2185.5,59.252
2186,59.295
2186.5,59.351
2187,59.516
2187.5,59.681
2188,59.655
2188.5,59.433
2189,59.22
2189.5,59.177
2190,59.239
2190.5,59.253
2191,59.202
2191.5,59.194
2192,59.303
2192.5,59.46
2193,59.518
2193.5,59.442
2194,59.344
2194.5,59.32
2195,59.341
2195.5,59.331
2196,59.262
2196.5,59.179
2197,59.171
2197.5,59.272
2198,59.395
2198.5,59.49
2199,59.598
2199.5,59.663
2200,59.558
2200.5,59.352
2201,59.241
2201.5,59.247
2202,59.276
2202.5,59.323
2203,59.371
2203.5,59.34
2204,59.29
2204.5,59.367
2205,59.511
2205.5,59.517
2206,59.376
2206.5,59.277
2207,59.302
2207.5,59.342
2208,59.318
2208.5,59.29
2209,59.306
2209.5,59.324
2210,59.363
2210.5,59.501
2211,59.679
2211.5,59.729
2212,59.614
2212.5,59.464
2213,59.39
2213.5,59.392
2214,59.417
2214.5,59.408
2215,59.376
2215.5,59.381
2216,59.385
2216.5,59.32
2217,59.259
2217.5,59.288
2218,59.341
2218.5,59.329
2219,59.295
2219.5,59.316
2220,59.36
2220.5,59.379
2221,59.424
2221.5,59.53
2222,59.611
2222.5,59.642
2223,59.706
2223.5,59.751
2224,59.648
2224.5,59.473
2225,59.376
2225.5,59.346
2226,59.333
2226.5,59.35
2227,59.399
2227.5,59.475
2228,59.54
2228.5,59.487
2229,59.321
2229.5,59.223
2230,59.269
2230.5,59.318
2231,59.286
2231.5,59.298
2232,59.455
2232.5,59.622
2233,59.619
2233.5,59.529
2234,59.57
2234.5,59.735
2235,59.83
2235.5,59.764
2236,59.618
2236.5,59.548
2237,59.615
2237.5,59.676
2238,59.588
2238.5,59.447
2239,59.375
2239.5,59.352
2240,59.37
2240.5,59.443
2241,59.476
2241.5,59.415
2242,59.362
2242.5,59.373
2243,59.386
2243.5,59.41
2244,59.499
2244.5,59.588
2245,59.608
2245.5,59.642
2246,59.774
2246.5,59.898
2247,59.858
2247.5,59.699
2248,59.59
2248.5,59.553
2249,59.493
2249.5,59.423
2250,59.432
2250.5,59.51
2251,59.548
2251.5,59.471
2252,59.359
2252.5,59.395
2253,59.562
2253.5,59.609
2254,59.471
2254.5,59.381
2255,59.434
2255.5,59.462
2256,59.429
2256.5,59.496
2257,59.678
2257.5,59.812
2258,59.856
2258.5,59.898
2259,59.922
2259.5,59.844
2260,59.695
2260.5,59.588
2261,59.571
2261.5,59.599
2262,59.581
2262.5,59.49
2263,59.434
2263.5,59.497
2264,59.581
2264.5,59.562
2265,59.515
2265.5,59.561
2266,59.617
2266.5,59.555
2267,59.428
2267.5,59.391
2268,59.498
2268.5,59.667
2269,59.775
2269.5,59.817
2270,59.866
2270.5,59.915
2271,59.924
2271.5,59.895
2272,59.803
2272.5,59.652
2273,59.559
2273.5,59.58
2274,59.632
2274.5,59.66
2275,59.653
2275.5,59.588
2276,59.528
2276.5,59.576
2277,59.679
2277.5,59.705
2278,59.654
2278.5,59.607
2279,59.584
2279.5,59.568
2280,59.571
2280.5,59.631
2281,59.779
2281.5,59.956
2282,60.016
2282.5,59.937
2283,59.852
2283.5,59.801
2284,59.715
2284.5,59.652
2285,59.682
2285.5,59.668
2286,59.547
2286.5,59.508
2287,59.599
2287.5,59.647
2288,59.635
2288.5,59.683
2289,59.744
2289.5,59.715
2290,59.632
2290.5,59.589
2291,59.642
2291.5,59.753
2292,59.775
2292.5,59.661
2293,59.588
2293.5,59.726
2294,60.003
2294.5,60.138
2295,59.97
2295.5,59.713
2296,59.648
2296.5,59.721
2297,59.736
2297.5,59.696
2298,59.682
2298.5,59.665
2299,59.599
2299.5,59.566
2300,59.645
2300.5,59.715
2301,59.661
2301.5,59.619
2302,59.732
2302.5,59.841
2303,59.736
2303.5,59.543
2304,59.554
2304.5,59.791
2305,60.001
2305.5,60.045
2306,59.989
2306.5,59.895
2307,59.777
2307.5,59.672
2308,59.609
2308.5,59.601
2309,59.654
2309.5,59.709
2310,59.7
2310.5,59.688
2311,59.765
2311.5,59.861
2312,59.852
2312.5,59.783
2313,59.779
2313.5,59.803
2314,59.729
2314.5,59.625
2315,59.703
2315.5,59.907
2316,59.941
2316.5,59.81
2317,59.825
2317.5,60.022
2318,60.137
2318.5,60.082
2319,59.986
2319.5,59.889
2320,59.764
2320.5,59.7
2321,59.779
2321.5,59.877
2322,59.86
2322.5,59.789
2323,59.748
2323.5,59.722
2324,59.712
2324.5,59.72
2325,59.719
2325.5,59.735
2326,59.778
2326.5,59.801
2327,59.813
2327.5,59.866
2328,59.969
2328.5,60.115
2329,60.234
2329.5,60.196
2330,60.035
2330.5,59.953
2331,59.992
2331.5,60.013
2332,59.982
2332.5,59.973
2333,59.955
2333.5,59.858
2334,59.735
2334.5,59.693
2335,59.755
2335.5,59.87
2336,59.923
2336.5,59.837
2337,59.709
2337.5,59.688
2338,59.764
2338.5,59.847
2339,59.896
2339.5,59.946
2340,60.068
2340.5,60.215
2341,60.232
2341.5,60.096
2342,59.967
2342.5,59.972
2343,60.073
2343.5,60.125
2344,60.095
2344.5,60.09
2345,60.094
2345.5,60.011
2346,59.92
2346.5,59.95
2347,60.031
2347.5,60.029
2348,59.936
2348.5,59.86
2349,59.89
2349.5,59.98
2350,60.022
2350.5,60.002
2351,59.963
2351.5,59.976
2352,60.122
2352.5,60.339
2353,60.429
2353.5,60.326
2354,60.161
2354.5,60.065
2355,60.06
2355.5,60.078
2356,60.057
2356.5,60.022
2357,60.016
2357.5,59.99
2358,59.893
2358.5,59.822
2359,59.87
2359.5,59.949
2360,59.961
2360.5,59.946
2361,59.935
2361.5,59.911
2362,59.934
2362.5,60.057
2363,60.18
2363.5,60.209
2364,60.224
2364.5,60.297
2365,60.337
2365.5,60.267
2366,60.145
2366.5,60.079
2367,60.074
2367.5,60.023
2368,59.901
2368.5,59.873
2369,60.032
2369.5,60.187
2370,60.145
2370.5,60.012
2371,60.003
2371.5,60.098
2372,60.112
2372.5,60.019
2373,59.964
2373.5,60.001
2374,60.039
2374.5,60.029
2375,60.07
2375.5,60.238
2376,60.39
2376.5,60.371
2377,60.302
2377.5,60.31
2378,60.237
2378.5,60.025
2379,59.93
2379.5,60.054
2380,60.179
2380.5,60.179
2381,60.142
2381.5,60.115
2382,60.047
2382.5,59.952
2383,59.909
2383.5,59.949
2384,60.018
2384.5,60.066
2385,60.069
2385.5,60.034
2386,60.026
2386.5,60.096
2387,60.199
2387.5,60.26
2388,60.306
2388.5,60.369
2389,60.35
2389.5,60.189
2390,60.04
2390.5,60.023
2391,60.045
2391.5,60.051
2392,60.123
2392.5,60.237
2393,60.234
2393.5,60.106
2394,60.044
2394.5,60.115
2395,60.177
2395.5,60.169
2396,60.188
2396.5,60.221
2397,60.151
2397.5,60.03
2398,60.05
2398.5,60.24
2399,60.453
2399.5,60.557
2400,60.523
2400.5,60.419
2401,60.351
2401.5,60.338
2402,60.316
2402.5,60.256
2403,60.2
2403.5,60.181
2404,60.168
2404.5,60.135
2405,60.109
2405.5,60.085
2406,60.025
2406.5,59.987
2407,60.042
2407.5,60.124
2408,60.15
2408.5,60.156
2409,60.189
2409.5,60.21
2410,60.198
2410.5,60.217
2411,60.313
2411.5,60.447
2412,60.545
2412.5,60.539
2413,60.435
2413.5,60.367
2414,60.39
2414.5,60.364
2415,60.25
2415.5,60.197
2416,60.216
2416.5,60.182
2417,60.133
2417.5,60.204
2418,60.321
2418.5,60.309
2419,60.207
2419.5,60.171
2420,60.17
2420.5,60.111
2421,60.071
2421.5,60.155
2422,60.313
2422.5,60.441
2423,60.508
2423.5,60.514
2424,60.481
2424.5,60.47
2425,60.45
2425.5,60.328
2426,60.154
2426.5,60.107
2427,60.241
2427.5,60.413
2428,60.445
2428.5,60.342
2429,60.29
2429.5,60.347
2430,60.333
2430.5,60.194
2431,60.138
2431.5,60.246
2432,60.307
2432.5,60.205
2433,60.108
2433.5,60.182
2434,60.373
2434.5,60.519
2435,60.514
2435.5,60.414
2436,60.366
2436.5,60.39
2437,60.38
2437.5,60.337
2438,60.365
2438.5,60.473
2439,60.578
2439.5,60.607
2440,60.553
2440.5,60.504
2441,60.548
2441.5,60.645
2442,60.708
2442.5,60.731
2443,60.744
2443.5,60.744
2444,60.701
2444.5,60.616
2445,60.576
2445.5,60.637
2446,60.699
2446.5,60.653
2447,60.546
2447.5,60.451
2448,60.368
2448.5,60.334
2449,60.396
2449.5,60.459
2450,60.419
2450.5,60.355
2451,60.359
2451.5,60.36
2452,60.293
2452.5,60.237
2453,60.272
2453.5,60.354
2454,60.406
2454.5,60.4
2455,60.333
2455.5,60.272
2456,60.326
2456.5,60.46
2457,60.532
2457.5,60.551
2458,60.616
2458.5,60.685
2459,60.636
2459.5,60.464
2460,60.283
2460.5,60.237
2461,60.367
2461.5,60.501
2462,60.482
2462.5,60.387
2463,60.352
2463.5,60.373
2464,60.415
2464.5,60.458
2465,60.443
2465.5,60.344
2466,60.241
2466.5,60.232
2467,60.315
2467.5,60.391
2468,60.387
2468.5,60.37
2469,60.484
2469.5,60.705
2470,60.824
2470.5,60.744
2471,60.621
2471.5,60.584
2472,60.572
2472.5,60.514
2473,60.444
2473.5,60.405
2474,60.396
2474.5,60.393
2475,60.385
2475.5,60.421
2476,60.525
2476.5,60.564
2477,60.453
2477.5,60.379
2478,60.466
2478.5,60.538
2479,60.494
2479.5,60.489
2480,60.573
2480.5,60.608
2481,60.595
2481.5,60.661
2482,60.779
2482.5,60.803
2483,60.694
2483.5,60.53
2484,60.415
2484.5,60.432
2485,60.526
2485.5,60.532
2486,60.442
2486.5,60.419
2487,60.498
2487.5,60.552
2488,60.53
2488.5,60.494
2489,60.529
2489.5,60.698
2490,60.886
2490.5,60.882
2491,60.717
2491.5,60.58
2492,60.488
2492.5,60.383
2493,60.357
2493.5,60.464
2494,60.568
2494.5,60.538
2495,60.413
2495.5,60.305
2496,60.299
2496.5,60.391
2497,60.475
2497.5,60.464
2498,60.4
2498.5,60.352
2499,60.353
2499.5,60.451
2500,60.607
2500.5,60.672
2501,60.639
2501.5,60.681
2502,60.823
2502.5,60.86
2503,60.722
2503.5,60.576
2504,60.511
2504.5,60.463
2505,60.453
2505.5,60.536
2506,60.588
2506.5,60.507
2507,60.435
2507.5,60.489
2508,60.536
2508.5,60.473
2509,60.407
2509.5,60.444
2510,60.539
2510.5,60.581
2511,60.572
2511.5,60.625
2512,60.736
2512.5,60.756
2513,60.672
2513.5,60.649
2514,60.752
2514.5,60.855
2515,60.819
2515.5,60.67
2516,60.558
2516.5,60.517
2517,60.459
2517.5,60.413
2518,60.477
2518.5,60.587
2519,60.616
2519.5,60.57
2520,60.515
2520.5,60.475
2521,60.477
2521.5,60.523
2522,60.542
2522.5,60.523
2523,60.548
2523.5,60.624
2524,60.678
2524.5,60.705
2525,60.73
2525.5,60.742
2526,60.758
2526.5,60.791
2527,60.756
2527.5,60.608
2528,60.461
2528.5,60.445
2529,60.518
2529.5,60.557
2530,60.539
2530.5,60.537
2531,60.589
2531.5,60.671
2532,60.729
2532.5,60.693
2533,60.564
2533.5,60.476
2534,60.528
2534.5,60.636
2535,60.693
2535.5,60.703
2536,60.735
2536.5,60.831
2537,60.935
2537.5,60.931
2538,60.831
2538.5,60.746
2539,60.688
2539.5,60.641
2540,60.659
2540.5,60.699
2541,60.647
2541.5,60.579
2542,60.636
2542.5,60.714
2543,60.65
2543.5,60.521
2544,60.472
2544.5,60.478
2545,60.491
2545.5,60.591
2546,60.791
2546.5,60.9
2547,60.83
2547.5,60.775
2548,60.87
2548.5,60.977
2549,60.979
2549.5,60.922
2550,60.847
2550.5,60.767
2551,60.723
2551.5,60.706
2552,60.679
2552.5,60.648
2553,60.629
2553.5,60.649
2554,60.722
2554.5,60.762
2555,60.696
2555.5,60.596
2556,60.561
2556.5,60.59
2557,60.632
2557.5,60.673
2558,60.722
2558.5,60.768
2559,60.832
2559.5,60.971
2560,61.101
2560.5,61.047
2561,60.873
2561.5,60.831
2562,60.921
2562.5,60.895
2563,60.71
2563.5,60.58
2564,60.597
2564.5,60.652
2565,60.679
2565.5,60.701
2566,60.721
2566.5,60.734
2567,60.745
2567.5,60.74
2568,60.715
2568.5,60.699
2569,60.715
2569.5,60.766
2570,60.879
2570.5,61.018
2571,61.063
2571.5,61.011
2572,60.995
2572.5,61.005
2573,60.937
2573.5,60.837
2574,60.788
2574.5,60.734
2575,60.635
2575.5,60.596
2576,60.698
2576.5,60.839
2577,60.842
2577.5,60.688
2578,60.541
2578.5,60.528
2579,60.633
2579.5,60.781
2580,60.869
2580.5,60.85
2581,60.804
2581.5,60.796
2582,60.802
2582.5,60.844
2583,60.96
2583.5,61.066
2584,61.053
2584.5,60.955
2585,60.858
2585.5,60.778
2586,60.739
2586.5,60.772
2587,60.837
2587.5,60.846
2588,60.793
2588.5,60.755
2589,60.783
2589.5,60.851
2590,60.887
2590.5,60.84
2591,60.769
2591.5,60.758
2592,60.78
2592.5,60.803
2593,60.868
2593.5,60.974
2594,61.058
2594.5,61.086
2595,61.049
2595.5,60.981
2596,60.963
2596.5,60.99
2597,60.992
2597.5,60.998
2598,61.04
2598.5,61.008
2599,60.849
2599.5,60.722
2600,60.757
2600.5,60.874
2601,60.936
2601.5,60.895
2602,60.764
2602.5,60.666
2603,60.741
2603.5,60.895
2604,60.921
2604.5,60.855
2605,60.863
2605.5,60.947
2606,61.024
2606.5,61.069
2607,61.078
2607.5,61.049
2608,60.987
2608.5,60.905
2609,60.837
2609.5,60.831
2610,60.894
2610.5,60.946
2611,60.913
2611.5,60.863
2612,60.894
2612.5,60.959
2613,60.961
2613.5,60.907
2614,60.836
2614.5,60.752
2615,60.716
2615.5,60.804
2616,60.96
2616.5,61.07
2617,61.094
2617.5,61.063
2618,61.073
2618.5,61.19
2619,61.266
2619.5,61.128
2620,60.954
2620.5,61.016
2621,61.168
2621.5,61.088
2622,60.842
2622.5,60.731
2623,60.787
2623.5,60.841
2624,60.893
2624.5,61.018
2625,61.079
2625.5,60.928
2626,60.714
2626.5,60.698
2627,60.914
2627.5,61.129
2628,61.134
2628.5,61.019
2629,61.019
2629.5,61.148
2630,61.194
2630.5,61.075
2631,60.936
2631.5,60.888
2632,60.913
2632.5,60.962
2633,60.968
2633.5,60.922
2634,60.913
2634.5,60.924
2635,60.887
2635.5,60.924
2636,61.088
2636.5,61.107
2637,60.837
2637.5,60.597
2638,60.698
2638.5,61.007
2639,61.207
2639.5,61.231
2640,61.227
2640.5,61.252
2641,61.237
2641.5,61.194
2642,61.189
2642.5,61.209
2643,61.225
2643.5,61.25
2644,61.243
2644.5,61.145
2645,61.019
2645.5,60.944
2646,60.92
2646.5,60.964
2647,61.053
2647.5,61.078
2648,61.048
2648.5,61.083
2649,61.12
2649.5,61.039
2650,60.981
2650.5,61.069
2651,61.15
2651.5,61.145
2652,61.213
2652.5,61.36
2653,61.361
2653.5,61.133
2654,60.917
2654.5,60.942
2655,61.094
2655.5,61.116
2656,61.046
2656.5,61.098
2657,61.223
2657.5,61.179
2658,60.972
2658.5,60.887
2659,61.043
2659.5,61.18
2660,61.087
2660.5,60.934
2661,60.948
2661.5,61.057
2662,61.127
2662.5,61.193
2663,61.275
2663.5,61.303
2664,61.296
2664.5,61.327
2665,61.333
2665.5,61.214
2666,61.048
2666.5,60.98
2667,60.98
2667.5,60.964
2668,60.977
2668.5,61.04
2669,61.045
2669.5,61.006
2670,61.052
2670.5,61.144
2671,61.141
2671.5,61.081
2672,61.084
2672.5,61.105
2673,61.052
2673.5,61.006
2674,61.067
2674.5,61.17
2675,61.253
2675.5,61.347
2676,61.38
2676.5,61.245
2677,61.088
2677.5,61.12
2678,61.222
2678.5,61.14
2679,60.985
2679.5,61.039
2680,61.194
2680.5,61.168
2681,61.051
2681.5,61.052
2682,61.076
2682.5,61.003
2683,60.962
2683.5,61.065
2684,61.179
2684.5,61.162
2685,61.081
2685.5,61.079
2686,61.176
2686.5,61.292
2687,61.351
2687.5,61.331
2688,61.275
2688.5,61.235
2689,61.213
2689.5,61.194
2690,61.18
2690.5,61.185
2691,61.183
2691.5,61.128
2692,61.057
2692.5,61.073
2693,61.161
2693.5,61.188
2694,61.144
2694.5,61.155
2695,61.252
2695.5,61.32
2696,61.291
2696.5,61.216
2697,61.152
2697.5,61.157
2698,61.306
2698.5,61.5
2699,61.479
2699.5,61.221
2700,61.054
2700.5,61.161
2701,61.298
2701.5,61.215
2702,61.037
2702.5,61.025
2703,61.147
2703.5,61.207
2704,61.188
2704.5,61.194
2705,61.205
2705.5,61.144
2706,61.088
2706.5,61.152
2707,61.289
2707.5,61.378
2708,61.385
2708.5,61.362
2709,61.37
2709.5,61.402
2710,61.44
2710.5,61.508
2711,61.554
2711.5,61.472
2712,61.354
2712.5,61.375
2713,61.442
2713.5,61.371
2714,61.265
2714.5,61.294
2715,61.34
2715.5,61.234
2716,61.098
2716.5,61.113
2717,61.221
2717.5,61.322
2718,61.418
2718.5,61.411
2719,61.248
2719.5,61.149
2720,61.244
2720.5,61.338
2721,61.344
2721.5,61.393
2722,61.484
2722.5,61.502
2723,61.42
2723.5,61.276
2724,61.164
2724.5,61.168
2725,61.223
2725.5,61.23
2726,61.221
2726.5,61.264
2727,61.348
2727.5,61.423
2728,61.44
2728.5,61.381
2729,61.303
2729.5,61.254
2730,61.207
2730.5,61.174
2731,61.209
2731.5,61.281
2732,61.366
2732.5,61.496
2733,61.597
2733.5,61.56
2734,61.475
2734.5,61.511
2735,61.624
2735.5,61.621
2736,61.469
2736.5,61.358
2737,61.384
2737.5,61.398
2738,61.307
2738.5,61.227
2739,61.239
2739.5,61.288
2740,61.304
2740.5,61.278
2741,61.251
2741.5,61.238
2742,61.188
2742.5,61.137
2743,61.212
2743.5,61.378
2744,61.425
2744.5,61.342
2745,61.396
2745.5,61.646
2746,61.786
