Depth,Temperature
997.5,52.208
998,52.114
998.5,51.916
999,51.864
999.5,52.043
1000,52.225
1000.5,52.239
1001,52.188
1001.5,52.164
1002,52.074
1002.5,51.969
1003,52.111
1003.5,52.46
1004,52.598
1004.5,52.386
1005,52.138
1005.5,52.06
1006,52.03
1006.5,51.962
1007,51.96
1007.5,52.076
1008,52.198
1008.5,52.22
1009,52.18
1009.5,52.178
1010,52.214
1010.5,52.229
1011,52.229
1011.5,52.261
1012,52.327
1012.5,52.391
1013,52.429
1013.5,52.419
1014,52.325
1014.5,52.195
1015,52.192
1015.5,52.336
1016,52.409
1016.5,52.327
1017,52.264
1017.5,52.305
1018,52.354
1018.5,52.369
1019,52.387
1019.5,52.372
1020,52.26
1020.5,52.106
1021,52.025
1021.5,52.02
1022,52.02
1022.5,52.019
1023,52.071
1023.5,52.172
1024,52.241
1024.5,52.235
1025,52.17
1025.5,52.053
1026,51.963
1026.5,52.095
1027,52.457
1027.5,52.701
1028,52.578
1028.5,52.314
1029,52.233
1029.5,52.313
1030,52.354
1030.5,52.322
1031,52.299
1031.5,52.28
1032,52.234
1032.5,52.229
1033,52.3
1033.5,52.352
1034,52.332
1034.5,52.292
1035,52.256
1035.5,52.206
1036,52.142
1036.5,52.103
1037,52.128
1037.5,52.198
1038,52.264
1038.5,52.356
1039,52.533
1039.5,52.719
1040,52.767
1040.5,52.687
1041,52.602
1041.5,52.545
1042,52.475
1042.5,52.45
1043,52.56
1043.5,52.746
1044,52.876
1044.5,52.952
1045,53.037
1045.5,53.096
1046,53.043
1046.5,52.876
1047,52.725
1047.5,52.689
1048,52.714
1048.5,52.706
1049,52.641
1049.5,52.537
1050,52.514
1050.5,52.69
1051,52.903
1051.5,52.89
1052,52.732
1052.5,52.703
1053,52.789
1053.5,52.74
1054,52.507
1054.5,52.311
1055,52.3
1055.5,52.355
1056,52.314
1056.5,52.194
1057,52.092
1057.5,52.035
1058,52.026
1058.5,52.053
1059,52.034
1059.5,51.957
1060,51.985
1060.5,52.189
1061,52.326
1061.5,52.225
1062,52.146
1062.5,52.365
1063,52.629
1063.5,52.554
1064,52.287
1064.5,52.231
1065,52.38
1065.5,52.444
1066,52.369
1066.5,52.329
1067,52.382
1067.5,52.443
1068,52.462
1068.5,52.441
1069,52.412
1069.5,52.451
1070,52.58
1070.5,52.698
1071,52.71
1071.5,52.661
1072,52.663
1072.5,52.714
1073,52.705
1073.5,52.644
1074,52.707
1074.5,52.93
1075,53.068
1075.5,52.963
1076,52.76
1076.5,52.631
1077,52.565
1077.5,52.498
1078,52.441
1078.5,52.446
1079,52.499
1079.5,52.524
1080,52.507
1080.5,52.51
1081,52.549
1081.5,52.586
1082,52.601
1082.5,52.585
1083,52.552
1083.5,52.56
1084,52.63
1084.5,52.672
1085,52.64
1085.5,52.67
1086,52.879
1086.5,53.092
1087,53.051
1087.5,52.821
1088,52.682
1088.5,52.694
1089,52.686
1089.5,52.574
1090,52.449
1090.5,52.41
1091,52.465
1091.5,52.541
1092,52.545
1092.5,52.465
1093,52.402
1093.5,52.452
1094,52.574
1094.5,52.634
1095,52.591
1095.5,52.564
1096,52.646
1096.5,52.749
1097,52.768
1097.5,52.815
1098,53.015
1098.5,53.216
1099,53.211
1099.5,53.101
1100,53.09
1100.5,53.099
1101,52.952
1101.5,52.749
1102,52.681
1102.5,52.702
1103,52.685
1103.5,52.649
1104,52.651
1104.5,52.675
1105,52.686
1105.5,52.684
1106,52.684
1106.5,52.684
1107,52.691
1107.5,52.763
1108,52.888
1108.5,52.957
1109,52.992
1109.5,53.134
1110,53.305
1110.5,53.263
1111,53.023
1111.5,52.838
1112,52.822
1112.5,52.85
1113,52.798
1113.5,52.697
1114,52.644
1114.5,52.66
1115,52.701
1115.5,52.734
1116,52.752
1116.5,52.772
1117,52.814
1117.5,52.879
1118,52.979
1118.5,53.091
1119,53.12
1119.5,53.023
1120,52.895
1120.5,52.896
1121,53.091
1121.5,53.345
1122,53.425
1122.5,53.274
1123,53.073
1123.5,52.961
1124,52.895
1124.5,52.803
1125,52.716
1125.5,52.693
1126,52.73
1126.5,52.769
1127,52.782
1127.5,52.799
1128,52.83
1128.5,52.825
1129,52.766
1129.5,52.718
1130,52.723
1130.5,52.774
1131,52.884
1131.5,53.021
1132,53.05
1132.5,52.957
1133,52.955
1133.5,53.155
1134,53.33
1134.5,53.245
1135,53.007
1135.5,52.876
1136,52.88
1136.5,52.86
1137,52.792
1137.5,52.789
1138,52.847
1138.5,52.855
1139,52.812
1139.5,52.786
1140,52.769
1140.5,52.743
1141,52.737
1141.5,52.766
1142,52.838
1142.5,52.977
1143,53.127
1143.5,53.167
1144,53.098
1144.5,53.096
1145,53.282
1145.5,53.501
1146,53.495
1146.5,53.267
1147,53.034
1147.5,52.892
1148,52.791
1148.5,52.742
1149,52.788
1149.5,52.873
1150,52.902
1150.5,52.872
1151,52.854
1151.5,52.893
1152,52.952
1152.5,52.97
1153,52.967
1153.5,52.989
1154,53.023
1154.5,53.051
1155,53.085
1155.5,53.106
1156,53.123
1156.5,53.236
1157,53.439
1157.5,53.525
1158,53.391
1158.5,53.204
1159,53.113
1159.5,53.071
1160,53.017
1160.5,53.005
1161,53.064
1161.5,53.092
1162,53.026
1162.5,52.978
1163,53.072
1163.5,53.246
1164,53.335
1164.5,53.269
1165,53.099
1165.5,52.917
1166,52.852
1166.5,53.014
1167,53.278
1167.5,53.368
1168,53.278
1168.5,53.296
1169,53.501
1169.5,53.628
1170,53.499
1170.5,53.266
1171,53.16
1171.5,53.194
1172,53.23
1172.5,53.232
1173,53.307
1173.5,53.446
1174,53.482
1174.5,53.36
1175,53.216
1175.5,53.154
1176,53.148
1176.5,53.172
1177,53.238
1177.5,53.318
1178,53.347
1178.5,53.296
1179,53.218
1179.5,53.251
1180,53.49
1180.5,53.774
1181,53.81
1181.5,53.59
1182,53.381
1182.5,53.297
1183,53.243
1183.5,53.256
1184,53.46
1184.5,53.71
1185,53.71
1185.5,53.449
1186,53.202
1186.5,53.14
1187,53.166
1187.5,53.169
1188,53.218
1188.5,53.375
1189,53.505
1189.5,53.476
1190,53.372
1190.5,53.329
1191,53.343
1191.5,53.392
1192,53.508
1192.5,53.612
1193,53.545
1193.5,53.327
1194,53.125
1194.5,53.049
1195,53.117
1195.5,53.258
1196,53.332
1196.5,53.302
1197,53.289
1197.5,53.384
1198,53.544
1198.5,53.617
1199,53.491
1199.5,53.291
1200,53.257
1200.5,53.383
1201,53.464
1201.5,53.456
1202,53.459
1202.5,53.46
1203,53.438
1203.5,53.538
1204,53.807
1204.5,53.973
1205,53.836
1205.5,53.608
1206,53.558
1206.5,53.607
1207,53.558
1207.5,53.447
1208,53.401
1208.5,53.417
1209,53.427
1209.5,53.415
1210,53.407
1210.5,53.427
1211,53.465
1211.5,53.472
1212,53.426
1212.5,53.384
1213,53.428
1213.5,53.563
1214,53.688
1214.5,53.71
1215,53.696
1215.5,53.794
1216,53.956
1216.5,53.971
1217,53.806
1217.5,53.634
1218,53.566
1218.5,53.596
1219,53.677
1219.5,53.725
1220,53.663
1220.5,53.518
1221,53.415
1221.5,53.433
1222,53.491
1222.5,53.5
1223,53.51
1223.5,53.552
1224,53.56
1224.5,53.533
1225,53.558
1225.5,53.656
1226,53.766
1226.5,53.866
1227,54.005
1227.5,54.148
1228,54.159
1228.5,54.01
1229,53.845
1229.5,53.769
1230,53.762
1230.5,53.759
1231,53.692
1231.5,53.577
1232,53.579
1232.5,53.78
1233,53.977
1233.5,54.021
1234,54.124
1234.5,54.483
1235,54.88
1235.5,55.029
1236,54.986
1236.5,54.931
1237,54.887
1237.5,54.844
1238,54.865
1238.5,54.94
1239,54.964
1239.5,54.917
1240,54.885
1240.5,54.887
1241,54.871
1241.5,54.824
1242,54.768
1242.5,54.735
1243,54.744
1243.5,54.757
1244,54.726
1244.5,54.696
1245,54.725
1245.5,54.767
1246,54.767
1246.5,54.771
1247,54.834
1247.5,54.928
1248,54.977
1248.5,54.921
1249,54.821
1249.5,54.829
1250,54.963
1250.5,55.067
1251,55.019
1251.5,54.845
1252,54.685
1252.5,54.667
1253,54.762
1253.5,54.846
1254,54.862
1254.5,54.816
1255,54.735
1255.5,54.703
1256,54.756
1256.5,54.79
1257,54.738
1257.5,54.701
1258,54.743
1258.5,54.784
1259,54.789
1259.5,54.847
1260,54.977
1260.5,55.069
1261,55.09
1261.5,55.125
1262,55.162
1262.5,55.105
1263,54.988
1263.5,54.952
1264,55.007
1264.5,55.032
1265,54.969
1265.5,54.873
1266,54.805
1266.5,54.784
1267,54.789
1267.5,54.805
1268,54.848
1268.5,54.936
1269,55.049
1269.5,55.137
1270,55.134
1270.5,55.013
1271,54.865
1271.5,54.836
1272,54.957
1272.5,55.108
1273,55.178
1273.5,55.181
1274,55.158
1274.5,55.057
1275,54.883
1275.5,54.803
1276,54.871
1276.5,54.897
1277,54.827
1277.5,54.849
1278,54.989
1278.5,55.079
1279,55.083
1279.5,55.08
1280,55.066
1280.5,55.018
1281,54.995
1281.5,55.055
1282,55.137
1282.5,55.104
1283,54.977
1283.5,54.96
1284,55.118
1284.5,55.246
1285,55.216
1285.5,55.148
1286,55.116
1286.5,55.024
1287,54.875
1287.5,54.822
1288,54.885
1288.5,54.925
1289,54.901
1289.5,54.896
1290,54.959
1290.5,55.088
1291,55.244
1291.5,55.314
1292,55.241
1292.5,55.131
1293,55.113
1293.5,55.178
1294,55.204
1294.5,55.103
1295,54.968
1295.5,54.995
1296,55.184
1296.5,55.293
1297,55.196
1297.5,55.035
1298,54.962
1298.5,54.957
1299,54.968
1299.5,54.994
1300,54.976
1300.5,54.869
1301,54.769
1301.5,54.778
1302,54.861
1302.5,54.97
1303,55.086
1303.5,55.127
1304,55.067
1304.5,55.041
1305,55.126
1305.5,55.197
1306,55.158
1306.5,55.132
1307,55.255
1307.5,55.425
1308,55.439
1308.5,55.264
1309,55.065
1309.5,54.982
1310,54.987
1310.5,54.987
1311,54.959
1311.5,54.935
1312,54.914
1312.5,54.894
1313,54.905
1313.5,54.955
1314,55.024
1314.5,55.136
1315,55.28
1315.5,55.344
1316,55.275
1316.5,55.178
1317,55.161
1317.5,55.206
1318,55.263
1318.5,55.337
1319,55.412
1319.5,55.403
1320,55.299
1320.5,55.192
1321,55.12
1321.5,55.077
1322,55.097
1322.5,55.135
1323,55.098
1323.5,55.028
1324,55.016
1324.5,55.029
1325,55.033
1325.5,55.092
1326,55.228
1326.5,55.333
1327,55.301
1327.5,55.22
1328,55.252
1328.5,55.354
1329,55.367
1329.5,55.341
1330,55.427
1330.5,55.569
1331,55.585
1331.5,55.449
1332,55.272
1332.5,55.148
1333,55.121
1333.5,55.174
1334,55.212
1334.5,55.168
1335,55.092
1335.5,55.066
1336,55.101
1336.5,55.165
1337,55.251
1337.5,55.336
1338,55.357
1338.5,55.323
1339,55.342
1339.5,55.431
1340,55.488
1340.5,55.485
1341,55.486
1341.5,55.522
1342,55.562
1342.5,55.593
1343,55.612
1343.5,55.578
1344,55.45
1344.5,55.28
1345,55.172
1345.5,55.171
1346,55.218
1346.5,55.221
1347,55.158
1347.5,55.108
1348,55.146
1348.5,55.223
1349,55.234
1349.5,55.183
1350,55.168
1350.5,55.258
1351,55.418
1351.5,55.53
1352,55.511
1352.5,55.398
1353,55.312
1353.5,55.36
1354,55.526
1354.5,55.668
1355,55.658
1355.5,55.506
1356,55.324
1356.5,55.234
1357,55.279
1357.5,55.367
1358,55.357
1358.5,55.258
1359,55.214
1359.5,55.281
1360,55.362
1360.5,55.374
1361,55.336
1361.5,55.335
1362,55.426
1362.5,55.523
1363,55.512
1363.5,55.462
1364,55.503
1364.5,55.58
1365,55.601
1365.5,55.628
1366,55.701
1366.5,55.734
1367,55.68
1367.5,55.567
1368,55.434
1368.5,55.36
1369,55.378
1369.5,55.406
1370,55.376
1370.5,55.333
1371,55.339
1371.5,55.366
1372,55.366
1372.5,55.395
1373,55.508
1373.5,55.608
1374,55.605
1374.5,55.588
1375,55.636
1375.5,55.659
1376,55.596
1376.5,55.563
1377,55.65
1377.5,55.758
1378,55.774
1378.5,55.712
1379,55.616
1379.5,55.497
1380,55.41
1380.5,55.408
1381,55.435
1381.5,55.412
1382,55.367
1382.5,55.368
1383,55.401
1383.5,55.435
1384,55.499
1384.5,55.603
1385,55.679
1385.5,55.694
1386,55.7
1386.5,55.711
1387,55.696
1387.5,55.682
1388,55.712
1388.5,55.776
1389,55.828
1389.5,55.8
1390,55.677
1390.5,55.553
1391,55.52
1391.5,55.531
1392,55.502
1392.5,55.461
1393,55.475
1393.5,55.51
1394,55.497
1394.5,55.445
1395,55.416
1395.5,55.452
1396,55.522
1396.5,55.558
1397,55.531
1397.5,55.487
1398,55.514
1398.5,55.642
1399,55.762
1399.5,55.773
1400,55.714
1400.5,55.684
1401,55.731
1401.5,55.847
1402,55.909
1402.5,55.793
1403,55.602
1403.5,55.538
1404,55.595
1404.5,55.623
1405,55.581
1405.5,55.546
1406,55.565
1406.5,55.598
1407,55.605
1407.5,55.619
1408,55.675
1408.5,55.723
1409,55.737
1409.5,55.796
1410,55.901
1410.5,55.897
1411,55.753
1411.5,55.684
1412,55.798
1412.5,55.915
1413,55.877
1413.5,55.743
1414,55.625
1414.5,55.58
1415,55.59
1415.5,55.573
1416,55.54
1416.5,55.582
1417,55.645
1417.5,55.59
1418,55.476
1418.5,55.505
1419,55.709
1419.5,55.905
1420,55.948
1420.5,55.883
1421,55.839
1421.5,55.866
1422,55.892
1422.5,55.836
1423,55.769
1423.5,55.816
1424,55.927
1424.5,55.952
1425,55.873
1425.5,55.771
1426,55.675
1426.5,55.633
1427,55.693
1427.5,55.756
1428,55.738
1428.5,55.736
1429,55.794
1429.5,55.775
1430,55.659
1430.5,55.636
1431,55.763
1431.5,55.865
1432,55.842
1432.5,55.803
1433,55.841
1433.5,55.908
1434,55.924
1434.5,55.897
1435,55.891
1435.5,55.942
1436,56.025
1436.5,56.07
1437,56.001
1437.5,55.818
1438,55.667
1438.5,55.666
1439,55.732
1439.5,55.743
1440,55.736
1440.5,55.766
1441,55.763
1441.5,55.694
1442,55.652
1442.5,55.698
1443,55.778
1443.5,55.819
1444,55.845
1444.5,55.907
1445,55.965
1445.5,55.938
1446,55.855
1446.5,55.852
1447,55.995
1447.5,56.152
1448,56.149
1448.5,56.005
1449,55.869
1449.5,55.813
1450,55.836
1450.5,55.926
1451,56.003
1451.5,55.981
1452,55.901
1452.5,55.851
1453,55.852
1453.5,55.89
1454,55.935
1454.5,55.96
1455,55.984
1455.5,56.022
1456,56.056
1456.5,56.099
1457,56.151
1457.5,56.14
1458,56.046
1458.5,55.986
1459,56.043
1459.5,56.142
1460,56.15
1460.5,56.024
1461,55.853
1461.5,55.788
1462,55.859
1462.5,55.929
1463,55.905
1463.5,55.865
1464,55.876
1464.5,55.891
1465,55.887
1465.5,55.894
1466,55.926
1466.5,55.964
1467,55.989
1467.5,56.005
1468,56.06
1468.5,56.155
1469,56.178
1469.5,56.098
1470,56.076
1470.5,56.199
1471,56.323
1471.5,56.34
1472,56.289
1472.5,56.15
1473,55.928
1473.5,55.829
1474,55.964
1474.5,56.111
1475,56.065
1475.5,55.93
1476,55.89
1476.5,55.954
1477,56.021
1477.5,56.033
1478,56.034
1478.5,56.078
1479,56.149
1479.5,56.206
1480,56.226
1480.5,56.182
1481,56.085
1481.5,56.049
1482,56.153
1482.5,56.291
1483,56.326
1483.5,56.272
1484,56.205
1484.5,56.145
1485,56.126
1485.5,56.195
1486,56.283
1486.5,56.266
1487,56.187
1487.5,56.189
1488,56.249
1488.5,56.216
1489,56.098
1489.5,56.057
1490,56.108
1490.5,56.121
1491,56.108
1491.5,56.194
1492,56.332
1492.5,56.336
1493,56.211
1493.5,56.17
1494,56.275
1494.5,56.352
1495,56.309
1495.5,56.239
1496,56.175
1496.5,56.075
1497,55.986
1497.5,56.004
1498,56.096
1498.5,56.128
1499,56.053
1499.5,55.983
1500,56.005
1500.5,56.042
1501,56.025
1501.5,56.034
1502,56.128
1502.5,56.211
1503,56.239
1503.5,56.291
1504,56.354
1504.5,56.325
1505,56.262
1505.5,56.295
1506,56.379
1506.5,56.41
1507,56.372
1507.5,56.259
1508,56.101
1508.5,56.017
1509,56.061
1509.5,56.149
1510,56.198
1510.5,56.194
1511,56.155
1511.5,56.116
1512,56.123
1512.5,56.189
1513,56.29
1513.5,56.378
1514,56.413
1514.5,56.407
1515,56.405
1515.5,56.4
1516,56.36
1516.5,56.332
1517,56.381
1517.5,56.459
1518,56.478
1518.5,56.423
1519,56.318
1519.5,56.193
1520,56.12
1520.5,56.159
1521,56.253
1521.5,56.264
1522,56.167
1522.5,56.104
1523,56.185
1523.5,56.32
1524,56.383
1524.5,56.395
1525,56.409
1525.5,56.4
1526,56.38
1526.5,56.406
1527,56.427
1527.5,56.349
1528,56.244
1528.5,56.287
1529,56.497
1529.5,56.662
1530,56.598
1530.5,56.4
1531,56.281
1531.5,56.263
1532,56.248
1532.5,56.259
1533,56.361
1533.5,56.471
1534,56.471
1534.5,56.375
1535,56.283
1535.5,56.27
1536,56.349
1536.5,56.469
1537,56.562
1537.5,56.584
1538,56.547
1538.5,56.506
1539,56.467
1539.5,56.43
1540,56.456
1540.5,56.557
1541,56.632
1541.5,56.627
1542,56.554
1542.5,56.422
1543,56.301
1543.5,56.272
1544,56.314
1544.5,56.344
1545,56.329
1545.5,56.294
1546,56.287
1546.5,56.308
1547,56.332
1547.5,56.372
1548,56.46
1548.5,56.563
1549,56.594
1549.5,56.538
1550,56.49
1550.5,56.524
1551,56.587
1551.5,56.589
1552,56.547
1552.5,56.541
1553,56.594
1553.5,56.632
1554,56.541
1554.5,56.322
1555,56.158
1555.5,56.182
1556,56.271
1556.5,56.265
1557,56.231
1557.5,56.28
1558,56.334
1558.5,56.297
1559,56.266
1559.5,56.366
1560,56.552
1560.5,56.691
1561,56.72
1561.5,56.671
1562,56.595
1562.5,56.52
1563,56.498
1563.5,56.595
1564,56.746
1564.5,56.805
1565,56.759
1565.5,56.703
1566,56.656
1566.5,56.635
1567,56.674
1567.5,56.681
1568,56.533
1568.5,56.33
1569,56.263
1569.5,56.33
1570,56.401
1570.5,56.429
1571,56.446
1571.5,56.483
1572,56.545
1572.5,56.589
1573,56.612
1573.5,56.667
1574,56.685
1574.5,56.56
1575,56.451
1575.5,56.579
1576,56.806
1576.5,56.865
1577,56.76
1577.5,56.615
1578,56.455
1578.5,56.336
1579,56.373
1579.5,56.516
1580,56.568
1580.5,56.479
1581,56.42
1581.5,56.476
1582,56.5
1582.5,56.404
1583,56.366
1583.5,56.535
1584,56.737
1584.5,56.747
1585,56.647
1585.5,56.65
1586,56.691
1586.5,56.603
1587,56.537
1587.5,56.712
1588,56.93
1588.5,56.903
1589,56.735
1589.5,56.626
1590,56.538
1590.5,56.442
1591,56.436
1591.5,56.535
1592,56.64
1592.5,56.682
1593,56.661
1593.5,56.61
1594,56.539
1594.5,56.47
1595,56.479
1595.5,56.594
1596,56.719
1596.5,56.749
1597,56.723
1597.5,56.717
1598,56.708
1598.5,56.681
1599,56.736
1599.5,56.92
1600,57.072
1600.5,57.027
1601,56.826
1601.5,56.634
1602,56.557
1602.5,56.581
1603,56.619
1603.5,56.654
1604,56.734
1604.5,56.817
1605,56.805
1605.5,56.724
1606,56.664
1606.5,56.625
1607,56.619
1607.5,56.715
1608,56.834
1608.5,56.83
1609,56.784
1609.5,56.817
1610,56.83
1610.5,56.765
1611,56.785
1611.5,56.917
1612,56.982
1612.5,56.937
1613,56.873
1613.5,56.76
1614,56.583
1614.5,56.486
1615,56.54
1615.5,56.602
1616,56.586
1616.5,56.58
1617,56.632
1617.5,56.68
1618,56.703
1618.5,56.767
1619,56.89
1619.5,56.976
1620,56.94
1620.5,56.848
1621,56.844
1621.5,56.95
1622,57.052
1622.5,57.093
1623,57.125
1623.5,57.154
1624,57.113
1624.5,56.984
1625,56.861
1625.5,56.872
1626,57.014
1626.5,57.132
1627,57.11
1627.5,56.982
1628,56.836
1628.5,56.766
1629,56.859
1629.5,57.072
1630,57.272
1630.5,57.4
1631,57.468
1631.5,57.448
1632,57.327
1632.5,57.158
1633,57.037
1633.5,57.046
1634,57.181
1634.5,57.327
1635,57.36
1635.5,57.252
1636,57.085
1636.5,56.974
1637,56.954
1637.5,56.958
1638,56.935
1638.5,56.939
1639,57.024
1639.5,57.079
1640,56.961
1640.5,56.785
1641,56.776
1641.5,56.893
1642,56.972
1642.5,57.023
1643,57.076
1643.5,57.069
1644,57.019
1644.5,56.999
1645,57.01
1645.5,57.064
1646,57.183
1646.5,57.282
1647,57.267
1647.5,57.157
1648,57.018
1648.5,56.912
1649,56.891
1649.5,56.939
1650,56.978
1650.5,56.96
1651,56.916
1651.5,56.896
1652,56.887
1652.5,56.829
1653,56.771
1653.5,56.852
1654,57.042
1654.5,57.158
1655,57.155
1655.5,57.129
1656,57.084
1656.5,56.982
1657,56.909
1657.5,56.983
1658,57.151
1658.5,57.224
1659,57.134
1659.5,57.01
1660,56.954
1660.5,56.927
1661,56.894
1661.5,56.89
1662,56.927
1662.5,56.967
1663,56.986
1663.5,56.982
1664,56.969
1664.5,56.975
1665,57.014
1665.5,57.078
1666,57.15
1666.5,57.183
1667,57.122
1667.5,57.008
1668,56.948
1668.5,56.964
1669,57.013
1669.5,57.113
1670,57.257
1670.5,57.325
1671,57.24
1671.5,57.07
1672,56.931
1672.5,56.901
1673,57.001
1673.5,57.19
1674,57.355
1674.5,57.355
1675,57.208
1675.5,57.11
1676,57.12
1676.5,57.096
1677,57.028
1677.5,57.044
1678,57.095
1678.5,57.085
1679,57.113
1679.5,57.233
1680,57.272
1680.5,57.169
1681,57.132
1681.5,57.267
1682,57.395
1682.5,57.355
1683,57.212
1683.5,57.1
1684,57.081
1684.5,57.116
1685,57.098
1685.5,56.995
1686,56.942
1686.5,57.025
1687,57.12
1687.5,57.088
1688,56.967
1688.5,56.894
1689,56.969
1689.5,57.169
1690,57.347
1690.5,57.403
1691,57.37
1691.5,57.286
1692,57.184
1692.5,57.166
1693,57.285
1693.5,57.432
1694,57.481
1694.5,57.401
1695,57.236
1695.5,57.1
1696,57.096
1696.5,57.16
1697,57.144
1697.5,57.042
1698,56.972
1698.5,57.002
1699,57.112
1699.5,57.213
1700,57.186
1700.5,57.041
1701,56.966
1701.5,57.072
1702,57.231
1702.5,57.297
1703,57.281
1703.5,57.239
1704,57.188
1704.5,57.182
1705,57.289
1705.5,57.442
1706,57.46
1706.5,57.31
1707,57.156
1707.5,57.143
1708,57.239
1708.5,57.319
1709,57.325
1709.5,57.312
1710,57.355
1710.5,57.429
1711,57.422
1711.5,57.316
1712,57.265
1712.5,57.356
1713,57.45
1713.5,57.411
1714,57.298
1714.5,57.227
1715,57.221
1715.5,57.24
1716,57.272
1716.5,57.35
1717,57.472
1717.5,57.561
1718,57.52
1718.5,57.324
1719,57.095
1719.5,57.028
1720,57.136
1720.5,57.221
1721,57.187
1721.5,57.136
1722,57.116
1722.5,57.074
1723,57.027
1723.5,57.036
1724,57.093
1724.5,57.174
1725,57.265
1725.5,57.324
1726,57.366
1726.5,57.441
1727,57.472
1727.5,57.369
1728,57.261
1728.5,57.346
1729,57.572
1729.5,57.694
1730,57.594
1730.5,57.378
1731,57.21
1731.5,57.162
1732,57.214
1732.5,57.293
1733,57.335
1733.5,57.334
1734,57.308
1734.5,57.264
1735,57.235
1735.5,57.26
1736,57.361
1736.5,57.521
1737,57.643
1737.5,57.606
1738,57.462
1738.5,57.4
1739,57.452
1739.5,57.481
1740,57.495
1740.5,57.614
1741,57.769
1741.5,57.795
1742,57.682
1742.5,57.509
1743,57.371
1743.5,57.364
1744,57.429
1744.5,57.42
1745,57.369
1745.5,57.368
1746,57.362
1746.5,57.325
1747,57.348
1747.5,57.438
1748,57.523
1748.5,57.606
1749,57.661
1749.5,57.608
1750,57.489
1750.5,57.445
1751,57.482
1751.5,57.495
1752,57.497
1752.5,57.578
1753,57.699
1753.5,57.76
1754,57.737
1754.5,57.655
1755,57.555
1755.5,57.503
1756,57.516
1756.5,57.552
1757,57.566
1757.5,57.504
1758,57.37
1758.5,57.285
1759,57.344
1759.5,57.454
1760,57.471
1760.5,57.396
1761,57.37
1761.5,57.47
1762,57.589
1762.5,57.579
1763,57.481
1763.5,57.471
1764,57.606
1764.5,57.773
1765,57.861
1765.5,57.863
1766,57.773
1766.5,57.573
1767,57.385
1767.5,57.37
1768,57.473
1768.5,57.532
1769,57.543
1769.5,57.554
1770,57.531
1770.5,57.476
1771,57.433
1771.5,57.373
1772,57.322
1772.5,57.416
1773,57.623
1773.5,57.712
1774,57.588
1774.5,57.42
1775,57.37
1775.5,57.45
1776,57.595
1776.5,57.725
1777,57.776
1777.5,57.743
1778,57.641
1778.5,57.504
1779,57.447
1779.5,57.569
1780,57.796
1780.5,57.917
1781,57.783
1781.5,57.504
1782,57.366
1782.5,57.442
1783,57.522
1783.5,57.487
1784,57.453
1784.5,57.507
1785,57.563
1785.5,57.539
1786,57.507
1786.5,57.555
1787,57.635
1787.5,57.697
1788,57.812
1788.5,57.973
1789,57.997
1789.5,57.81
1790,57.583
1790.5,57.508
1791,57.605
1791.5,57.742
1792,57.751
1792.5,57.609
1793,57.48
1793.5,57.49
1794,57.578
1794.5,57.624
1795,57.611
1795.5,57.581
1796,57.55
1796.5,57.552
1797,57.628
1797.5,57.718
1798,57.712
1798.5,57.641
1799,57.658
1799.5,57.813
1800,57.978
1800.5,58.027
1801,57.96
1801.5,57.845
1802,57.732
1802.5,57.629
1803,57.566
1803.5,57.596
1804,57.688
1804.5,57.729
1805,57.672
1805.5,57.598
1806,57.578
1806.5,57.581
1807,57.561
1807.5,57.558
1808,57.617
1808.5,57.69
1809,57.717
1809.5,57.702
1810,57.672
1810.5,57.65
1811,57.673
1811.5,57.782
1812,57.949
1812.5,58.038
1813,57.928
1813.5,57.719
1814,57.621
1814.5,57.661
1815,57.668
1815.5,57.57
1816,57.502
1816.5,57.575
1817,57.715
1817.5,57.763
1818,57.679
1818.5,57.591
1819,57.603
1819.5,57.651
1820,57.65
1820.5,57.65
1821,57.702
1821.5,57.754
1822,57.751
1822.5,57.724
1823,57.771
1823.5,57.931
1824,58.06
1824.5,58.006
1825,57.854
1825.5,57.76
1826,57.686
1826.5,57.576
1827,57.57
1827.5,57.732
1828,57.834
1828.5,57.728
1829,57.599
1829.5,57.592
1830,57.594
1830.5,57.564
1831,57.623
1831.5,57.722
1832,57.688
1832.5,57.582
1833,57.613
1833.5,57.759
1834,57.83
1834.5,57.83
1835,57.909
1835.5,58.06
1836,58.131
1836.5,58.06
1837,57.907
1837.5,57.753
1838,57.64
1838.5,57.603
1839,57.663
1839.5,57.742
1840,57.704
1840.5,57.575
1841,57.542
1841.5,57.623
1842,57.665
1842.5,57.629
1843,57.589
1843.5,57.564
1844,57.566
1844.5,57.636
1845,57.744
1845.5,57.794
1846,57.763
1846.5,57.734
1847,57.823
1847.5,58.036
1848,58.183
1848.5,58.108
1849,57.931
1849.5,57.828
1850,57.767
1850.5,57.707
1851,57.75
1851.5,57.885
1852,57.917
1852.5,57.815
1853,57.738
1853.5,57.72
1854,57.699
1854.5,57.716
1855,57.796
1855.5,57.844
1856,57.822
1856.5,57.817
1857,57.886
1857.5,57.946
1858,57.907
1858.5,57.869
1859,58.005
1859.5,58.257
1860,58.368
1860.5,58.213
1861,57.945
1861.5,57.796
1862,57.821
1862.5,57.89
1863,57.889
1863.5,57.834
1864,57.834
1864.5,57.928
1865,57.98
1865.5,57.863
1866,57.697
1866.5,57.693
1867,57.83
1867.5,57.929
1868,57.914
1868.5,57.858
1869,57.847
1869.5,57.9
1870,57.989
1870.5,58.086
1871,58.181
1871.5,58.242
